Date,Open,High,Low,Close,Adj Close,Volume
2011-05-11,1956.050049,1980.000000,1956.000000,1963.500000,1701.632446,498
2011-05-12,1969.500000,1999.000000,1920.000000,1988.300049,1723.125000,1454
2011-05-13,1982.000000,2050.000000,1955.000000,1998.099976,1731.618042,2855
2011-05-16,2010.000000,2010.000000,1950.000000,1960.849976,1699.336060,351
2011-05-17,1970.000000,2000.000000,1924.000000,1992.050049,1726.375244,26790
2011-05-18,1994.000000,2012.000000,1990.000000,1998.150024,1731.661377,1351
2011-05-19,2005.000000,2008.000000,1971.250000,1973.849976,1710.602295,351
2011-05-20,1995.000000,1995.000000,1951.000000,1970.050049,1707.308838,449
2011-05-23,2037.000000,2037.000000,1956.349976,1983.099976,1718.618530,849
2011-05-24,1964.000000,1989.699951,1964.000000,1967.750000,1705.315796,187
2011-05-25,1985.000000,1985.000000,1925.000000,1933.699951,1675.806763,507
2011-05-26,1941.000000,1955.000000,1930.500000,1935.550049,1677.410400,166
2011-05-27,1973.000000,1990.000000,1924.150024,1969.650024,1706.962646,6399
2011-05-30,1948.000000,1950.000000,1933.000000,1938.500000,1679.966919,169
2011-05-31,1970.000000,2003.000000,1942.000000,1997.900024,1731.444702,2155
2011-06-01,2000.050049,2007.000000,1980.000000,1982.849976,1718.401978,336
2011-06-02,2000.000000,2033.400024,1992.000000,2006.650024,1739.027954,1611
2011-06-03,2030.650024,2045.000000,1977.050049,1985.250000,1720.481689,440
2011-06-06,2023.150024,2028.250000,2003.750000,2020.800049,1751.290894,1207
2011-06-07,2021.750000,2026.900024,1980.099976,2000.800049,1733.958008,2670
2011-06-08,1995.599976,1998.000000,1981.199951,1989.050049,1723.775024,829
2011-06-09,1985.650024,1990.000000,1960.000000,1965.699951,1703.539307,439
2011-06-10,1965.900024,1976.000000,1955.000000,1964.099976,1702.152466,223
2011-06-13,1950.199951,1979.449951,1926.000000,1949.400024,1689.413086,849
2011-06-14,1947.000000,1969.900024,1945.050049,1954.599976,1693.919678,605
2011-06-15,1955.000000,2037.949951,1955.000000,1973.250000,1710.082275,2285
2011-06-16,1965.250000,2001.000000,1961.000000,1968.900024,1706.312378,443
2011-06-17,1961.550049,1989.300049,1955.000000,1961.550049,1699.942505,1184
2011-06-20,1955.000000,1957.199951,1882.000000,1915.050049,1659.644409,562
2011-06-21,1901.000000,1934.000000,1901.000000,1917.550049,1661.810913,960
2011-06-22,1919.900024,1930.000000,1880.099976,1892.599976,1640.188232,859
2011-06-23,1888.000000,1925.000000,1870.300049,1912.849976,1657.737671,1379
2011-06-24,1880.150024,1950.000000,1880.150024,1942.650024,1683.563354,745
2011-06-27,1905.099976,1989.000000,1905.099976,1970.550049,1707.742554,618
2011-06-28,1951.000000,1975.000000,1951.000000,1960.000000,1698.599365,222
2011-06-29,1951.000000,1998.000000,1933.000000,1966.750000,1704.449219,619
2011-06-30,1961.000000,2029.000000,1950.000000,1968.050049,1705.575928,2096
2011-07-01,1960.000000,2008.000000,1960.000000,1998.300049,1731.791626,2268
2011-07-04,2000.000000,2010.000000,1995.199951,2001.349976,1734.434448,890
2011-07-05,1995.000000,2010.000000,1980.000000,1998.050049,1731.574951,21842
2011-07-06,1999.000000,2085.000000,1999.000000,2018.949951,1749.687256,1522
2011-07-07,2016.000000,2050.000000,2016.000000,2035.750000,1764.246948,1687
2011-07-08,2050.000000,2074.800049,2001.050049,2017.400024,1748.344238,1325
2011-07-11,2030.000000,2100.000000,1975.150024,1991.650024,1726.028442,620
2011-07-12,2000.000000,2015.000000,1961.050049,1968.849976,1706.268799,586
2011-07-13,1999.949951,2000.000000,1977.050049,1999.949951,1733.221313,10392
2011-07-14,2014.000000,2029.000000,1990.000000,1999.800049,1733.091187,327
2011-07-15,1981.000000,2094.000000,1981.000000,2017.099976,1748.083984,10712
2011-07-18,2050.000000,2050.000000,1982.000000,1990.449951,1724.988403,642
2011-07-19,1981.349976,2019.500000,1980.000000,2002.449951,1735.387939,1404
2011-07-20,2004.900024,2004.900024,1970.000000,1971.250000,1708.348877,919
2011-07-21,1995.000000,1995.000000,1953.000000,1968.150024,1705.662598,680
2011-07-22,1950.150024,2060.000000,1950.150024,1973.650024,1710.429077,1175
2011-07-25,1975.000000,1995.000000,1965.000000,1970.550049,1707.742554,802
2011-07-26,1965.300049,1980.000000,1936.199951,1943.949951,1684.689941,606
2011-07-27,1978.949951,1979.000000,1904.000000,1914.500000,1659.167603,1003
2011-07-28,1914.550049,1935.000000,1901.000000,1906.050049,1651.844727,727
2011-07-29,1910.599976,1955.000000,1900.099976,1941.949951,1682.957031,637
2011-08-01,1942.099976,1954.000000,1872.150024,1916.750000,1661.117554,1108
2011-08-02,1907.150024,1927.000000,1891.400024,1897.400024,1644.348267,288
2011-08-03,1900.000000,1939.900024,1872.000000,1914.250000,1658.951172,1491
2011-08-04,1881.400024,1915.000000,1878.500000,1890.550049,1638.411743,979
2011-08-05,1859.000000,1914.800049,1859.000000,1899.349976,1646.038208,1352
2011-08-08,1900.000000,1915.000000,1850.000000,1893.949951,1641.358398,976
2011-08-09,1808.000000,1929.449951,1808.000000,1869.699951,1620.342285,3812
2011-08-10,1920.000000,1940.000000,1887.000000,1921.900024,1665.580811,449
2011-08-11,1891.000000,1977.900024,1891.000000,1954.050049,1693.442993,11505
2011-08-12,1950.000000,1958.900024,1921.000000,1950.000000,1689.933228,759
2011-08-16,1950.000000,2000.000000,1950.000000,1964.400024,1702.412598,2555
2011-08-17,1985.000000,1985.000000,1950.000000,1950.699951,1690.539673,820
2011-08-18,1950.000000,1956.000000,1950.000000,1950.000000,1689.933228,1801
2011-08-19,1950.000000,1960.000000,1937.000000,1948.150024,1688.329834,1868
2011-08-22,1950.000000,1970.000000,1925.199951,1957.349976,1696.302734,852
2011-08-23,1957.349976,1969.900024,1935.349976,1957.050049,1696.043091,259
2011-08-24,1969.000000,1969.000000,1950.000000,1950.800049,1690.626587,339
2011-08-25,1988.900024,1988.900024,1950.000000,1961.500000,1699.899536,904
2011-08-26,1970.000000,1970.000000,1945.000000,1950.150024,1690.063110,1484
2011-08-29,1960.000000,1989.800049,1950.000000,1971.199951,1708.305664,1009
2011-08-30,1960.050049,2000.000000,1930.300049,1953.449951,1692.922852,25640
2011-09-02,1920.000000,2000.000000,1920.000000,1986.949951,1721.955078,25514
2011-09-05,1975.000000,1989.400024,1968.250000,1980.250000,1716.148682,168
2011-09-06,1966.050049,1975.000000,1920.000000,1929.699951,1672.340332,616
2011-09-07,1958.000000,1994.949951,1931.099976,1971.400024,1708.479004,1116
2011-09-08,1950.050049,1983.949951,1950.050049,1958.500000,1697.299316,171
2011-09-09,1951.500000,1975.000000,1951.500000,1959.449951,1698.122925,84
2011-09-12,1958.500000,1960.000000,1935.500000,1940.449951,1681.656738,640
2011-09-13,1931.099976,1990.000000,1931.099976,1964.000000,1702.066162,16821
2011-09-14,1985.449951,1985.449951,1925.000000,1939.849976,1681.136719,417
2011-09-15,1936.099976,1980.000000,1932.000000,1935.500000,1677.366699,752
2011-09-16,1936.000000,1944.500000,1920.000000,1924.150024,1667.530518,1991
2011-09-19,1948.800049,1948.800049,1880.250000,1901.150024,1647.597900,938
2011-09-20,1944.449951,1944.449951,1900.000000,1920.099976,1664.020874,667
2011-09-21,1928.949951,1939.900024,1915.000000,1920.750000,1664.584106,832
2011-09-22,1902.000000,1953.050049,1875.000000,1914.400024,1659.080811,1627
2011-09-23,1919.849976,1929.000000,1900.000000,1925.199951,1668.440674,1561
2011-09-26,1928.000000,1930.000000,1901.099976,1923.599976,1667.053955,10915
2011-09-27,1931.000000,1931.000000,1910.000000,1919.150024,1663.197510,1112
2011-09-28,1911.150024,1927.699951,1890.000000,1907.849976,1653.404541,3502
2011-09-29,1928.800049,1928.800049,1890.000000,1908.599976,1654.054565,226
2011-09-30,1900.000000,1924.000000,1880.000000,1905.199951,1651.108032,784
2011-10-03,1916.849976,1920.000000,1880.000000,1883.599976,1632.388916,978
2011-10-04,1898.900024,1898.900024,1850.000000,1873.949951,1624.025635,472
2011-10-05,1860.500000,1918.949951,1860.500000,1901.800049,1648.161377,1014
2011-10-07,1925.000000,1925.000000,1902.150024,1909.449951,1654.791260,11538
2011-10-10,1955.000000,1955.000000,1888.000000,1905.050049,1650.978027,2123
2011-10-11,1929.000000,1930.000000,1885.550049,1895.099976,1642.354980,389
2011-10-12,1938.000000,1939.000000,1885.050049,1892.400024,1640.015015,398
2011-10-13,1925.000000,1935.000000,1903.000000,1929.250000,1671.950562,18946
2011-10-14,1927.000000,1940.000000,1926.000000,1930.050049,1672.643799,3742
2011-10-17,1930.050049,1935.000000,1912.000000,1926.000000,1669.133789,673
2011-10-18,1909.000000,1938.500000,1906.000000,1933.650024,1675.763672,533
2011-10-19,1930.000000,1930.000000,1918.000000,1918.599976,1662.720703,999
2011-10-20,1932.900024,1932.900024,1885.000000,1927.250000,1670.217163,398
2011-10-21,1901.000000,1945.000000,1901.000000,1940.300049,1681.526733,774
2011-10-24,1940.300049,1962.000000,1914.500000,1940.750000,1701.649536,439
2011-10-25,1925.250000,1931.199951,1913.800049,1920.250000,1683.675049,260
2011-10-28,1945.000000,2007.900024,1914.000000,1990.250000,1745.051147,3528
2011-10-31,1990.199951,2010.000000,1975.500000,2000.150024,1753.731323,3010
2011-11-01,2000.000000,2021.000000,1990.199951,2000.750000,1754.257324,8379
2011-11-02,2010.000000,2070.000000,1992.300049,2050.600098,1797.965820,3401
2011-11-03,2055.000000,2055.000000,2020.000000,2050.199951,1797.614868,1071
2011-11-04,2025.099976,2172.000000,2022.650024,2148.350098,1904.575195,6507
2011-11-08,2150.000000,2160.000000,2065.000000,2128.100098,1886.622559,1889
2011-11-09,2128.100098,2165.000000,2100.000000,2151.649902,1907.500000,3827
2011-11-11,2128.000000,2142.000000,2070.000000,2080.699951,1844.600952,440
2011-11-14,2100.000000,2110.000000,2003.000000,2008.900024,1780.948242,1404
2011-11-15,1990.000000,2049.750000,1957.949951,1975.199951,1751.072144,12744
2011-11-16,1980.000000,1997.000000,1940.000000,1956.000000,1734.050903,776
2011-11-17,1935.000000,1974.500000,1900.000000,1900.199951,1684.582520,16320
2011-11-18,1934.849976,1934.849976,1886.199951,1916.050049,1698.634155,821
2011-11-21,1846.300049,1930.000000,1846.300049,1906.000000,1689.724487,885
2011-11-22,1891.000000,1935.000000,1870.000000,1871.099976,1658.784546,335
2011-11-23,1851.500000,1898.000000,1850.000000,1885.300049,1671.373413,339
2011-11-24,1898.000000,1898.000000,1852.050049,1861.400024,1650.185059,243
2011-11-25,1875.000000,1875.000000,1843.000000,1860.849976,1649.697754,406
2011-11-28,1918.650024,1918.650024,1871.000000,1874.550049,1661.843262,170
2011-11-29,1899.500000,1899.500000,1871.550049,1878.300049,1665.167725,481
2011-11-30,1898.900024,1898.900024,1867.000000,1887.550049,1673.368042,397
2011-12-01,1870.050049,1899.000000,1850.050049,1864.000000,1652.490601,326
2011-12-02,1869.900024,1904.000000,1854.000000,1889.449951,1675.052368,1246
2011-12-05,1900.000000,1900.000000,1864.000000,1884.250000,1670.442383,504
2011-12-07,1871.550049,1900.000000,1871.550049,1899.699951,1684.139404,20967
2011-12-08,1898.000000,1898.000000,1867.000000,1872.500000,1660.025757,518
2011-12-09,1854.000000,1882.449951,1854.000000,1868.849976,1656.789795,440
2011-12-12,1885.000000,1885.000000,1850.000000,1857.150024,1646.417603,1596
2011-12-13,1841.000000,1855.949951,1835.000000,1839.349976,1630.637451,638
2011-12-14,1836.000000,1859.900024,1825.000000,1834.349976,1626.204834,383
2011-12-15,1834.000000,1834.000000,1809.000000,1825.099976,1618.004150,277
2011-12-16,1825.099976,1859.000000,1776.400024,1798.000000,1593.979126,529
2011-12-19,1818.000000,1818.000000,1760.000000,1766.599976,1566.142090,782
2011-12-20,1760.000000,1770.000000,1730.000000,1737.250000,1540.122681,637
2011-12-21,1825.000000,1825.000000,1730.000000,1740.750000,1543.225220,420
2011-12-22,1735.050049,1739.000000,1680.099976,1702.199951,1509.049805,1285
2011-12-23,1770.000000,1890.500000,1690.000000,1694.550049,1502.268066,202
2011-12-26,1739.949951,1739.949951,1710.000000,1710.449951,1516.363403,194
2011-12-27,1739.900024,1739.900024,1710.000000,1715.599976,1520.929321,251
2011-12-28,1715.099976,1720.949951,1701.199951,1705.500000,1511.975342,22
2011-12-29,1694.949951,1817.699951,1577.599976,1802.400024,1597.880005,2830
2011-12-30,1860.000000,1909.000000,1751.000000,1883.949951,1670.176636,3243
2012-01-02,1880.000000,1880.000000,1801.300049,1819.099976,1612.684814,591
2012-01-03,1802.550049,1835.000000,1802.550049,1823.449951,1616.541260,134
2012-01-04,1839.849976,1850.000000,1801.000000,1811.199951,1605.681396,161
2012-01-05,1835.650024,1880.000000,1804.050049,1848.750000,1638.970703,1193
2012-01-06,1820.000000,1838.849976,1790.050049,1809.849976,1604.484619,673
2012-01-07,null,null,null,null,null,null
2012-01-09,1839.650024,1839.650024,1801.000000,1814.650024,1608.740112,186
2012-01-10,1803.050049,1819.949951,1790.050049,1799.099976,1594.954468,831
2012-01-11,1827.800049,1827.900024,1792.849976,1800.000000,1595.752563,341
2012-01-12,1782.000000,1820.000000,1775.000000,1794.449951,1590.832153,303
2012-01-13,1814.000000,1820.000000,1800.000000,1808.050049,1602.889038,518
2012-01-16,1830.000000,1859.949951,1804.000000,1817.800049,1611.532471,569
2012-01-17,1848.900024,1870.000000,1804.000000,1861.650024,1650.406860,23780
2012-01-18,1869.000000,1869.849976,1810.000000,1825.099976,1618.004150,441
2012-01-19,1811.099976,1840.000000,1810.050049,1818.400024,1612.064209,302
2012-01-20,1834.000000,1843.949951,1825.300049,1833.550049,1625.495361,168
2012-01-23,1840.000000,1851.000000,1820.000000,1824.000000,1617.029053,547
2012-01-24,1824.000000,1850.000000,1824.000000,1841.300049,1632.366333,728
2012-01-25,1915.199951,1915.199951,1850.000000,1887.300049,1673.146606,2565
2012-01-27,1876.000000,1891.000000,1857.050049,1865.500000,1653.820068,4443
2012-01-30,1860.000000,1878.300049,1841.699951,1847.599976,1637.951050,160
2012-01-31,1840.300049,1860.000000,1840.000000,1852.199951,1642.028931,127
2012-02-01,1869.949951,1869.949951,1811.449951,1826.250000,1619.023804,599
2012-02-02,1859.900024,1868.000000,1845.000000,1848.750000,1638.970703,495
2012-02-03,1870.000000,1918.000000,1832.599976,1899.000000,1683.518921,1762
2012-02-06,1899.000000,1930.000000,1860.000000,1894.300049,1679.352051,1376
2012-02-07,1920.000000,1920.000000,1886.000000,1898.750000,1683.296997,3200
2012-02-08,1910.000000,1925.000000,1885.050049,1892.050049,1677.357300,596
2012-02-09,1872.500000,1905.000000,1853.250000,1890.449951,1675.938965,431
2012-02-10,1910.000000,1917.449951,1854.000000,1883.000000,1669.334351,571
2012-02-13,1898.500000,1901.849976,1854.000000,1862.199951,1650.894165,1131
2012-02-14,1870.000000,1898.000000,1860.050049,1881.349976,1667.871216,556
2012-02-15,1890.000000,1910.000000,1876.050049,1898.900024,1683.430176,685
2012-02-16,1901.000000,1981.000000,1901.000000,1977.000000,1752.667969,13491
2012-02-17,1980.000000,2014.949951,1921.000000,1953.650024,1731.967651,1374
2012-02-21,1980.000000,1980.000000,1911.000000,1937.300049,1717.472900,763
2012-02-22,1913.599976,1950.000000,1913.599976,1932.550049,1713.261597,636
2012-02-23,1912.500000,1968.000000,1912.500000,1953.800049,1732.100586,1838
2012-02-24,1950.000000,1975.000000,1936.000000,1947.300049,1726.338257,1446
2012-02-27,1960.000000,1977.000000,1936.099976,1946.000000,1725.185425,972
2012-02-28,1926.500000,2015.000000,1926.500000,1971.500000,1747.791992,1371
2012-02-29,1979.000000,1979.000000,1950.000000,1954.050049,1732.322388,431
2012-03-01,1979.000000,1989.000000,1920.050049,1936.599976,1716.852051,868
2012-03-02,1940.000000,1950.000000,1936.000000,1940.050049,1719.910645,241
2012-03-03,null,null,null,null,null,null
2012-03-05,1967.000000,1980.050049,1932.199951,1950.199951,1728.909058,1282
2012-03-06,1960.000000,1979.900024,1948.800049,1951.000000,1729.618164,743
2012-03-07,1967.849976,1967.849976,1950.000000,1962.050049,1739.414429,636
2012-03-09,1921.050049,1979.949951,1921.050049,1965.199951,1742.207031,179
2012-03-12,1989.000000,1989.000000,1948.000000,1960.699951,1738.217651,491
2012-03-13,1975.000000,2047.000000,1973.000000,1977.949951,1753.510132,1927
2012-03-14,1980.000000,2005.000000,1966.000000,1998.000000,1771.284912,1809
2012-03-15,1991.000000,2013.000000,1983.250000,1990.050049,1764.237305,1097
2012-03-16,1985.050049,2000.000000,1985.050049,1992.650024,1766.542358,3359
2012-03-19,2019.000000,2019.000000,1950.550049,1997.150024,1770.531494,1185
2012-03-20,2000.000000,2007.000000,1989.000000,1995.000000,1768.625488,45973
2012-03-21,1990.000000,2010.000000,1990.000000,1995.449951,1769.024536,412
2012-03-22,1983.199951,2003.949951,1983.199951,1997.550049,1770.886108,909
2012-03-23,2000.000000,2005.000000,1991.400024,2000.550049,1773.545776,636
2012-03-26,2008.000000,2008.000000,1990.000000,2001.849976,1774.698242,1519
2012-03-27,1990.099976,2026.500000,1990.099976,2022.199951,1792.739014,1909
2012-03-28,2003.150024,2150.000000,2001.000000,2109.199951,1869.867065,3348
2012-03-29,2075.000000,2140.000000,2048.000000,2128.550049,1887.021118,2629
2012-03-30,2080.000000,2280.000000,2080.000000,2239.199951,1985.115479,19823
2012-04-02,2248.000000,2248.000000,2176.149902,2227.250000,1974.521973,15123
2012-04-03,2219.000000,2235.000000,2175.000000,2192.699951,1943.891846,1116
2012-04-04,2187.000000,2215.000000,2180.100098,2198.199951,1948.768311,14199
2012-04-09,2200.000000,2205.949951,2190.000000,2202.350098,1952.447754,13490
2012-04-10,2182.500000,2222.000000,2160.000000,2197.800049,1948.413696,128908
2012-04-11,2180.050049,2215.000000,2170.000000,2186.100098,1938.041260,20035
2012-04-12,2185.600098,2211.000000,2175.000000,2209.350098,1958.653687,24200
2012-04-13,2200.050049,2285.000000,2162.149902,2170.850098,1924.521729,9516
2012-04-16,2200.000000,2200.000000,2176.000000,2181.449951,1933.919067,3715
2012-04-17,2199.899902,2199.899902,2161.050049,2187.199951,1939.016602,362
2012-04-18,2199.800049,2203.000000,2161.050049,2170.949951,1924.610229,2098
2012-04-19,2170.000000,2199.000000,2150.000000,2179.850098,1932.500732,1561
2012-04-20,2200.000000,2205.000000,2155.100098,2162.050049,1916.720215,81716
2012-04-23,2195.949951,2195.949951,2120.000000,2134.649902,1892.429321,535
2012-04-24,2115.000000,2174.800049,2114.500000,2135.550049,1893.226807,651
2012-04-25,2127.000000,2174.800049,2116.050049,2158.800049,1913.838989,597
2012-04-26,2150.000000,2179.949951,2125.100098,2167.449951,1921.507202,490
2012-04-27,2156.149902,2163.800049,2082.050049,2103.300049,1864.636719,447
2012-04-30,2120.000000,2129.000000,2051.050049,2065.600098,1831.214600,2511
2012-05-02,2075.000000,2121.899902,2052.600098,2081.149902,1845.000000,1753
2012-05-03,2078.000000,2083.000000,2050.000000,2050.500000,1817.828125,799
2012-05-04,2035.050049,2048.000000,2001.250000,2019.199951,1790.079712,953
2012-05-07,2015.000000,2051.250000,1827.400024,2040.349976,1808.829468,1943
2012-05-08,2022.199951,2054.000000,2020.250000,2045.500000,1813.395264,1761
2012-05-09,2010.099976,2147.800049,2010.099976,2081.949951,1845.709106,1173
2012-05-10,2081.000000,2094.949951,2052.000000,2092.399902,1854.973389,1974
2012-05-11,2071.000000,2115.000000,2055.149902,2102.800049,1864.193237,787
2012-05-14,2083.550049,2140.000000,2083.550049,2115.800049,1875.718628,1511
2012-05-15,2115.750000,2174.500000,2110.000000,2164.050049,1918.493286,1227
2012-05-16,2148.000000,2209.000000,2130.500000,2201.449951,1951.649780,1800
2012-05-17,2188.000000,2205.000000,2180.000000,2199.149902,1949.610229,474
2012-05-18,2190.000000,2209.000000,2135.000000,2153.350098,1909.007324,445
2012-05-21,2175.000000,2198.800049,2107.399902,2192.300049,1943.537354,688
2012-05-22,2176.550049,2217.399902,2176.550049,2199.500000,1949.921265,1171
2012-05-23,2185.050049,2214.000000,2170.000000,2185.399902,1937.420532,415
2012-05-24,2175.649902,2223.000000,2175.649902,2209.149902,1958.475708,607
2012-05-25,2200.000000,2219.000000,2200.000000,2202.300049,1952.403320,2417
2012-05-28,2215.000000,2248.399902,2210.000000,2231.350098,1978.156372,1165
2012-05-29,2242.949951,2252.850098,2221.000000,2226.899902,1974.211792,585
2012-05-30,2221.399902,2269.000000,2211.600098,2263.350098,2006.526001,911
2012-05-31,2240.100098,2410.899902,2240.000000,2396.500000,2124.567383,11885
2012-06-01,2321.050049,2394.000000,2280.000000,2288.449951,2028.777466,1557
2012-06-04,2290.000000,2290.000000,2223.550049,2246.699951,1991.765137,1404
2012-06-05,2259.000000,2275.000000,2247.100098,2274.250000,2016.188477,298
2012-06-06,2290.000000,2339.050049,2260.050049,2314.449951,2051.826904,2700
2012-06-07,2303.100098,2314.800049,2251.000000,2261.149902,2004.574829,465
2012-06-08,2239.000000,2278.949951,2230.000000,2236.250000,1982.500244,625
2012-06-11,2285.000000,2285.000000,2215.000000,2225.649902,1973.103516,385
2012-06-12,2236.000000,2236.000000,2195.000000,2198.500000,1949.034424,337
2012-06-13,2207.000000,2290.000000,2190.000000,2200.649902,1950.940308,681
2012-06-14,2190.000000,2220.000000,2181.100098,2197.750000,1948.369019,531
2012-06-15,2213.000000,2213.000000,2171.100098,2189.300049,1940.878174,258
2012-06-18,2213.000000,2255.000000,2126.399902,2158.199951,1913.307129,10852
2012-06-19,2155.050049,2194.949951,2142.000000,2147.199951,1903.555420,242
2012-06-20,2172.949951,2177.649902,2135.000000,2144.500000,1901.161377,451
2012-06-21,2126.550049,2150.000000,2090.000000,2145.250000,1901.826660,1318
2012-06-22,2170.000000,2170.000000,2125.000000,2142.850098,1899.699097,271
2012-06-25,2150.000000,2150.000000,2112.050049,2113.750000,1873.900757,218
2012-06-26,2120.000000,2129.899902,2100.000000,2123.649902,1882.677734,133
2012-06-27,2110.500000,2139.000000,2100.000000,2129.899902,1888.218018,405
2012-06-28,2129.899902,2148.600098,2115.699951,2120.449951,1879.840576,830
2012-06-29,2139.000000,2260.000000,2120.000000,2197.649902,1948.280640,2086
2012-07-02,2241.000000,2250.000000,2162.649902,2237.550049,1983.653076,5355
2012-07-03,2217.000000,2391.600098,2216.000000,2238.000000,1984.051880,3553
2012-07-04,2218.500000,2247.649902,2202.050049,2224.449951,1972.039917,2611
2012-07-05,2220.100098,2245.800049,2212.399902,2227.300049,1974.566406,5172
2012-07-06,2239.949951,2270.000000,2230.000000,2254.600098,1998.768799,4261
2012-07-09,2248.000000,2265.000000,2201.050049,2236.750000,1982.944580,12887
2012-07-10,2235.000000,2274.000000,2235.000000,2268.449951,2011.046753,1316
2012-07-11,2253.149902,2318.949951,2250.050049,2296.100098,2035.559448,984
2012-07-12,2267.000000,2328.000000,2267.000000,2297.050049,2036.402100,1119
2012-07-13,2294.000000,2361.000000,2294.000000,2334.949951,2070.001221,940
2012-07-16,2318.000000,2370.000000,2300.050049,2340.050049,2074.522461,18222
2012-07-17,2300.500000,2365.000000,2290.050049,2297.350098,2036.667725,668
2012-07-18,2280.100098,2345.000000,2280.100098,2321.500000,2058.077393,543
2012-07-19,2304.050049,2335.000000,2270.000000,2286.300049,2026.871338,546
2012-07-20,2305.000000,2306.699951,2280.100098,2283.050049,2023.990479,156
2012-07-23,2290.000000,2300.000000,2250.050049,2273.699951,2015.701416,76
