Date,Open,High,Low,Close,Adj Close,Volume
2011-02-21,3500.000000,3650.000000,3400.000000,3462.949951,3050.865967,39327
2011-02-22,3458.949951,3495.000000,3427.000000,3454.899902,3043.774902,13563
2011-02-23,3469.000000,3490.000000,3441.000000,3479.750000,3065.667236,5590
2011-02-24,3477.699951,3477.699951,3440.000000,3448.000000,3037.695313,4815
2011-02-25,3456.000000,3555.000000,3448.149902,3540.300049,3119.011719,21826
2011-02-28,3599.899902,3599.899902,3515.750000,3548.699951,3126.412598,8123
2011-03-01,3563.000000,3603.000000,3541.050049,3572.699951,3147.555908,6524
2011-03-03,3572.699951,3615.000000,3551.000000,3578.649902,3152.798096,10093
2011-03-04,3620.000000,3685.000000,3575.000000,3670.300049,3233.541748,16895
2011-03-07,3650.000000,3778.949951,3562.350098,3748.750000,3302.656982,39096
2011-03-08,3748.000000,3835.000000,3748.000000,3804.699951,3351.949463,63651
2011-03-09,3790.000000,3996.000000,3751.500000,3964.649902,3492.864990,40299
2011-03-10,3870.300049,3964.649902,3870.300049,3938.250000,3469.606934,7303
2011-03-11,3761.050049,3940.000000,3761.050049,3870.199951,3409.655029,10841
2011-03-14,3875.000000,3930.000000,3841.000000,3859.800049,3400.491699,4070
2011-03-15,3790.000000,3833.000000,3752.199951,3783.550049,3333.316162,7669
2011-03-16,3840.000000,3874.699951,3681.000000,3694.699951,3255.038574,11029
2011-03-17,3750.000000,3750.000000,3541.550049,3564.399902,3140.243896,49420
2011-03-18,3550.050049,3600.000000,3501.300049,3532.250000,3111.919434,78390
2011-03-21,3550.000000,3634.850098,3520.000000,3594.449951,3166.718506,8818
2011-03-22,3594.449951,3634.949951,3575.449951,3588.800049,3161.740967,7723
2011-03-23,3564.000000,3645.000000,3564.000000,3629.800049,3197.861328,6990
2011-03-24,3649.000000,3690.000000,3640.000000,3655.449951,3220.458740,6004
2011-03-25,3655.000000,3725.949951,3655.000000,3689.100098,3250.104736,14931
2011-03-28,3690.000000,3720.000000,3685.000000,3697.350098,3257.373779,2984
2011-03-29,3690.000000,3708.000000,3671.000000,3682.050049,3243.894043,20213
2011-03-30,3699.000000,3717.000000,3635.000000,3668.600098,3232.044434,10269
2011-03-31,3679.000000,3745.000000,3640.000000,3696.550049,3256.668701,36461
2011-04-01,3748.000000,3748.000000,3651.000000,3679.600098,3241.735352,13367
2011-04-04,3681.000000,3690.000000,3652.050049,3682.050049,3243.894043,14235
2011-04-05,3655.649902,3705.000000,3655.649902,3685.000000,3246.493164,20133
